PassengerId,target,Age,SibSp,Parch,Fare,Sex F,Pclass_1,Pclass_2,Pclass_3,probabilidade,classificacao
789,1,1.0,1,2,20.575,0,0,0,1,0.5285595822931096,1
790,0,46.0,0,0,79.2,0,1,0,0,0.556370790244361,1
791,0,0.0,0,0,7.75,0,0,0,1,0.12635149658363456,0
792,0,16.0,0,0,26.0,0,0,1,0,0.23383071799137287,0
793,0,0.0,8,2,69.55,1,0,0,1,0.16159586657557345,0
794,0,0.0,0,0,30.6958,0,1,0,0,0.41779594343165355,0
795,0,25.0,0,0,7.8958,0,0,0,1,0.11836476710728396,0
796,0,39.0,0,0,13.0,0,0,1,0,0.09972587317163494,0
797,1,49.0,0,0,25.9292,1,1,0,0,0.8425646785570537,1
798,1,31.0,0,0,8.6833,1,0,0,1,0.3503015657424213,0
799,0,30.0,0,0,7.2292,0,0,0,1,0.1171627697660722,0
800,0,30.0,1,1,24.15,1,0,0,1,0.3418431857201477,0
801,0,34.0,0,0,13.0,0,0,1,0,0.10062636006568199,0
802,1,31.0,1,1,26.25,1,0,1,0,0.8746131264389889,1
803,1,11.0,1,2,120.0,0,1,0,0,0.6457843824642455,1
804,1,0.42,0,1,8.5167,0,0,0,1,0.529635917560435,1
805,1,27.0,0,0,6.975,0,0,0,1,0.09869257380304924,0
806,0,31.0,0,0,7.775,0,0,0,1,0.12723463781913238,0
807,0,39.0,0,0,0.0,0,1,0,0,0.18476021561300526,0
808,0,18.0,0,0,7.775,1,0,0,1,0.45803007352124925,0
809,0,39.0,0,0,13.0,0,0,1,0,0.10136116277785938,0
810,1,33.0,1,0,53.1,1,1,0,0,0.9442622822249626,1
811,0,26.0,0,0,7.8875,0,0,0,1,0.12416210738570276,0
812,0,39.0,0,0,24.15,0,0,0,1,0.1382676688866063,0
813,0,35.0,0,0,10.5,0,0,1,0,0.09023437865181284,0
814,0,6.0,4,2,31.275,1,0,0,1,0.1784466336197642,0
815,0,30.5,0,0,8.05,0,0,0,1,0.14147545368017883,0
816,0,0.0,0,0,0.0,0,1,0,0,0.16535619339898053,0
817,0,23.0,0,0,7.925,1,0,0,1,0.4124848787962076,0
818,0,31.0,1,1,37.0042,0,0,1,0,0.4480115024365881,0
819,0,43.0,0,0,6.45,0,0,0,1,0.07759736225308458,0
820,0,10.0,3,2,27.9,0,0,0,1,0.1757230964743608,0
821,1,52.0,1,1,93.5,1,1,0,0,0.9616893535684871,1
822,1,27.0,0,0,8.6625,0,0,0,1,0.14757633593842975,0
823,0,38.0,0,0,0.0,0,1,0,0,0.18699146828626603,0
824,1,27.0,0,1,12.475,1,0,0,1,0.4782048729323464,0
825,0,2.0,4,1,39.6875,0,0,0,1,0.20619751536968406,0
826,0,0.0,0,0,6.95,0,0,0,1,0.12035317256662402,0
827,0,0.0,0,0,56.4958,0,0,0,1,0.33125927809462763,0
828,1,1.0,0,2,37.0042,0,0,1,0,0.6761213297187141,1
829,1,0.0,0,0,7.75,0,0,0,1,0.1569810527532138,0
830,1,62.0,0,0,80.0,1,1,0,0,0.9540058452937858,1
831,1,15.0,1,0,14.4542,1,0,0,1,0.4458357328738422,0
832,1,0.83,1,1,18.75,0,0,1,0,0.7373697487019952,1
833,0,0.0,0,0,7.2292,0,0,0,1,0.14566453462442347,0
834,0,23.0,0,0,7.8542,0,0,0,1,0.12212858982992184,0
835,0,18.0,0,0,8.3,0,0,0,1,0.13843266813854013,0
836,1,39.0,1,1,83.1583,1,1,0,0,0.9647663379276511,1
837,0,21.0,0,0,8.6625,0,0,0,1,0.13233062477102156,0
838,0,0.0,0,0,8.05,0,0,0,1,0.1483799114990941,0
839,1,32.0,0,0,56.4958,0,0,0,1,0.3891044759714873,0
840,1,0.0,0,0,29.7,0,1,0,0,0.4775727178742002,0
841,0,20.0,0,0,7.925,0,0,0,1,0.14288890461134432,0
842,0,16.0,0,0,10.5,0,0,1,0,0.11942918870804556,0
843,1,30.0,0,0,31.0,1,1,0,0,0.8918902765074957,1
844,0,34.5,0,0,6.4375,0,0,0,1,0.08149340035288202,0
845,0,17.0,0,0,8.6625,0,0,0,1,0.1404481002885715,0
846,0,42.0,0,0,7.55,0,0,0,1,0.09580592668636237,0
847,0,0.0,8,2,69.55,0,0,0,1,0.18824682294167755,0
848,0,35.0,0,0,7.8958,0,0,0,1,0.10306195656998822,0
849,0,28.0,0,1,33.0,0,0,1,0,0.46469373621752763,0
850,1,0.0,1,0,89.1042,1,1,0,0,0.9615729403188314,1
851,0,4.0,4,2,31.275,0,0,0,1,0.21548311687330624,0
852,0,74.0,0,0,7.775,0,0,0,1,0.09669960956430904,0
853,0,9.0,1,1,15.2458,1,0,0,1,0.4647239307803543,0
854,1,16.0,0,1,39.4,1,1,0,0,0.9156581560054129,1
855,0,44.0,1,0,26.0,1,0,1,0,0.7140379861031676,1
856,1,18.0,0,1,9.35,1,0,0,1,0.44793533020940807,0
857,1,45.0,1,1,164.8667,1,1,0,0,0.9382058622619435,1
858,1,51.0,0,0,26.55,0,1,0,0,0.5028977320783513,1
859,1,24.0,0,3,19.2583,1,0,0,1,0.5137816858370211,1
860,0,0.0,0,0,7.2292,0,0,0,1,0.14055239273826964,0
861,0,41.0,2,0,14.1083,0,0,0,1,0.12144841481238365,0
862,0,21.0,1,0,11.5,0,0,1,0,0.12101833645360684,0
863,1,48.0,0,0,25.9292,1,1,0,0,0.8446699309103071,1
864,0,0.0,8,2,69.55,1,0,0,1,0.17496794495489787,0
865,0,24.0,0,0,13.0,0,0,1,0,0.11528465480982641,0
866,1,42.0,0,0,13.0,1,0,1,0,0.7536669237506208,1
867,1,27.0,1,0,13.8583,1,0,1,0,0.696826601510495,1
868,0,31.0,0,0,50.4958,0,1,0,0,0.47658942140767413,0
869,0,0.0,0,0,9.5,0,0,0,1,0.1546095466867785,0
870,1,4.0,1,1,11.1333,0,0,0,1,0.5567735610322079,1
871,0,26.0,0,0,7.8958,0,0,0,1,0.12314311182688263,0
872,1,47.0,1,1,52.5542,1,1,0,0,0.9253715403661376,1
873,0,33.0,0,0,5.0,0,1,0,0,0.19065722150528636,0
874,0,47.0,0,0,9.0,0,0,0,1,0.11942345385644694,0
875,1,28.0,1,0,24.0,1,0,1,0,0.7907437496163463,1
876,1,15.0,0,0,7.225,1,0,0,1,0.5736430555075243,1
877,0,20.0,0,0,9.8458,0,0,0,1,0.14525775157600726,0
878,0,19.0,0,0,7.8958,0,0,0,1,0.1304209402340474,0
879,0,0.0,0,0,7.8958,0,0,0,1,0.14683118880231324,0
880,1,56.0,0,1,83.1583,1,1,0,0,0.960775561119925,1
881,1,25.0,0,1,26.0,1,0,1,0,0.8870075815502441,1
882,0,33.0,0,0,7.8958,0,0,0,1,0.10907720437271706,0
883,0,22.0,0,0,10.5167,1,0,0,1,0.42416075600665926,0
884,0,28.0,0,0,10.5,0,0,1,0,0.11106861587019194,0
885,0,25.0,0,0,7.05,0,0,0,1,0.09850466092454438,0
886,0,39.0,0,5,29.125,1,0,0,1,0.21510162801625363,0
887,0,27.0,0,0,13.0,0,0,1,0,0.12470188499797175,0
888,1,19.0,0,0,30.0,1,1,0,0,0.8933086965021465,1
889,0,0.0,1,2,23.45,1,0,0,1,0.4577017675408381,0
890,1,26.0,0,0,30.0,0,1,0,0,0.5283380582333538,1
891,0,32.0,0,0,7.75,0,0,0,1,0.13251931883831336,0
